SAMPLE_ID,NMFS_DNA_ID,collection,PofZ,z_score,TemporalAvail,SpatialAvail,FisheriesCollMonth,FisheriesCollSeason,FisheriesLatDD,FisheriesLongDD,MissingSBND
16-0056,NF001061,Pribilof,0.999993688,0.064024244,1,1,7,breeding,56.33333,-169.56,
16-0057,NF001062,Chagulak,0.999272415,-0.951033783,1,1,11,nonbreeding,56.89833,-164.925,
16-0059,NF001064,Chagulak,0.999545714,0.779265192,1,1,8,breeding,59.02333,-176.1,
16-0060,NF001065,Semidi,0.998812397,0.042011729,1,1,8,breeding,51.91667,-172.61667,
16-0061,NF001066,Pribilof,0.984305265,2.036493951,1,1,10,nonbreeding,59.54,-172.64,
16-0062,NF001067,Pribilof,0.999983562,0.4248478,1,1,7,breeding,58.44333,-173.44,5528
16-0063,NF001068,Semidi,0.988556424,1.97340045,1,1,11,nonbreeding,55.45,-167.82,5529
16-0064,NF001069,Chagulak,0.985237659,2.068741175,1,1,11,nonbreeding,55.60833,-168.605,5530
16-0065,NF001070,Chagulak,0.99969809,0.962060033,1,1,11,nonbreeding,55.60833,-168.605,5531
16-0156,NF001072,Semidi,0.999883153,-1.052860908,1,1,8,breeding,56.22,-169.90667,5533
16-0157,NF001073,Pribilof,0.999108281,1.823637975,1,1,8,breeding,56.53667,-171.54167,
16-0159,NF001074,StMatthew,0.997190754,-0.451000919,1,1,12,nonbreeding,58.51,-172.825,5536
16-0162,NF001076,StMatthew,0.998710565,0.679259321,1,1,11,nonbreeding,58.85167,-173.685,5539
16-0163,NF001077,StMatthew,0.999692964,1.558542171,1,1,11,nonbreeding,57.31833,-171.22,5540
16-0164,NF001078,Chagulak,0.999901315,-0.195157258,1,1,11,nonbreeding,59.71833,-173.08667,
16-0168,NF001080,Semidi,0.998478827,0.292018958,1,1,10,nonbreeding,55.00333,-165.47,
16-0170,NF001082,StMatthew,0.985146303,0.363761471,1,1,10,nonbreeding,56.64667,-167.20333,5545
16-0173,NF001085,Semidi,0.999784509,1.371132576,1,1,11,nonbreeding,56.52,-171.695,5548
16-0179,NF001088,Semidi,0.99770253,-1.117495821,1,1,6,breeding,51.265,179.26333,5554
16-0180,NF001089,Chagulak,0.995649815,0.779859868,1,1,2,nonbreeding,52.25167,-173.665,5555
16-0182,NF001091,Semidi,0.999987628,0.771261726,1,1,10,nonbreeding,54.825,-165.34,
16-0186,NF001092,Pribilof,0.99813642,0.88223541,1,1,10,nonbreeding,58.87,-175.145,5561
16-0187,NF001093,Chagulak,0.994274309,0.441822297,1,1,10,nonbreeding,55.01833,-165.25333,
16-0191,NF001094,Pribilof,0.99826766,0.394750398,1,1,10,nonbreeding,55.66667,-166.05333,
16-0192,NF001095,Semidi,0.999364283,-0.259872432,1,1,10,nonbreeding,55.66667,-166.05333,
16-0193,NF001096,Pribilof,0.999304239,-0.694126398,1,1,8,breeding,58.905,-175.14667,5568
16-0195,NF000936,StMatthew,0.998836751,-0.976230767,1,1,10,nonbreeding,54.74333,-165.49667,
16-0225,NF000937,Semidi,0.998424949,0.765736252,1,1,8,breeding,52.86694,-170.51778,
16-0227,NF000939,Pribilof,0.979624781,1.98033936,1,1,8,breeding,60.07333,-173.67667,
16-0230,NF000941,Pribilof,0.999122328,0.483253112,1,1,3,nonbreeding,56.3,-169.46667,
16-0231,NF000942,Pribilof,0.999792116,-0.924712158,1,1,2,nonbreeding,57.3,-173.82167,5590
16-0232,NF000943,Semidi,0.999792338,0.323377077,1,1,3,nonbreeding,56.41889,-171.08917,5591
16-0233,NF000944,StMatthew,0.999409002,0.79924221,1,1,3,nonbreeding,56.18167,-169.83333,5592
16-0236,NF000947,StMatthew,0.990220501,-0.005482271,1,1,2,nonbreeding,59.02333,-178.03333,5595
16-0237,NF000612,Pribilof,0.985442537,1.249554615,1,1,3,nonbreeding,56.44167,-171.06667,5596
16-0238,NF000613,StMatthew,0.986413544,0.350019407,1,1,7,breeding,51.28,179.16333,
16-0241,NF000616,StMatthew,0.98665167,0.434934584,1,1,7,breeding,51.28,179.16333,
16-0242,NF000617,Semidi,0.998119252,1.532114687,1,1,7,breeding,51.28,179.16333,
16-0243,NF000618,Chagulak,0.99997757,-1.321390133,1,1,7,breeding,51.28,179.16333,
16-0244,NF000619,Pribilof,0.997644641,2.079471563,1,1,7,breeding,51.28,179.16333,
16-0245,NF000620,Semidi,0.951176452,1.533391968,1,1,7,breeding,51.28,179.16333,
16-0247,NF000622,Semidi,0.986567556,2.484346764,1,1,7,breeding,51.28,179.16333,
16-0249,NF000624,Chagulak,0.998506452,-0.63620928,1,1,7,breeding,51.28,179.16333,
16-0250,NF000625,Chagulak,0.999826822,0.320385028,1,1,7,breeding,51.28,179.16333,
16-0251,NF000626,Chagulak,0.999947176,0.231761684,1,1,7,breeding,51.28,179.16333,
16-0252,NF000627,Semidi,0.999762226,0.634327538,1,1,6,breeding,51.265,179.26333,5611
16-0257,NF000632,StMatthew,0.989601262,1.300167095,1,1,11,nonbreeding,56.60333,-170.62167,5616
16-0258,NF000633,Chagulak,0.999814404,-1.258376594,1,1,11,nonbreeding,57.375,-170.94167,
16-0260,NF000635,StMatthew,0.99893031,0.791013138,1,1,11,nonbreeding,59.25167,-172.82,5619
16-0262,NF000637,Semidi,0.994755717,0.207584948,1,1,12,nonbreeding,56.535,-171.79167,
16-0263,NF000638,StMatthew,0.999149494,0.660783086,1,1,12,nonbreeding,56.535,-171.79167,
16-0265,NF000640,Semidi,0.996698737,0.435351227,1,1,12,nonbreeding,56.535,-171.79167,
16-0270,NF000644,Pribilof,0.986273373,1.837439238,1,1,6,breeding,57.885,-170.915,5629
16-0271,NF000645,Chagulak,0.980429826,0.006453521,1,1,7,breeding,51.29333,179.34333,
16-0272,NF000646,Semidi,0.994344671,1.419382385,1,1,7,breeding,51.29333,179.34333,
16-0273,NF000647,Chagulak,0.998754912,1.779034788,1,1,7,breeding,51.29333,179.34333,
16-0274,NF000648,Chagulak,0.998977664,0.788809874,1,1,7,breeding,51.29333,179.34333,
16-0275,NF000649,StMatthew,0.989498866,1.739636341,1,1,8,breeding,57.245,-168.49333,5634
16-0277,NF000651,StMatthew,0.999617743,0.051659025,1,1,8,breeding,59.09167,-170.23,5636
16-0278,NF000652,Semidi,0.999987558,-0.371943435,1,1,7,breeding,58.76,-174.61333,5637
16-0279,NF000653,Pribilof,0.99632067,-0.429247614,1,1,8,breeding,58.72333,-173.78333,
16-0418,NF000657,StMatthew,0.998717989,0.472928123,1,1,2,nonbreeding,56.65,-167.595,
16-0419,NF000658,StMatthew,0.999972892,0.575239873,0,0,,,,,5718
16-0420,NF000659,Chagulak,0.999803081,-0.884280559,0,0,,,,,5719
16-0421,NF000660,Semidi,0.999896748,0.895792713,0,0,,,,,5720
16-0423,NF000662,StMatthew,0.995359871,-0.446741219,1,1,3,nonbreeding,56.11333,-164.14333,
16-0424,NF000663,Semidi,0.999073903,-0.034917668,1,1,3,nonbreeding,55.71,-163.48667,
16-0425,NF000664,Pribilof,0.999867398,0.03603667,1,1,5,breeding,57.50833,-173.28833,
16-0427,NF000666,Pribilof,0.999729725,1.006572495,0,1,,,53.88333,-166.53333,5726
16-0428,NF000667,Pribilof,0.99847803,1.440251799,1,1,6,breeding,52.02,-171.86,
16-0429,NF000668,Semidi,0.99973832,1.288668262,0,0,,,,,5728
16-0580,NF000948,Pribilof,0.995008054,1.239241903,1,1,6,breeding,56.43833,-168.805,6024
16-0581,NF000949,Semidi,0.941745024,-0.528275025,1,1,8,breeding,59.58,-177.825,6025
16-0584,NF000952,StMatthew,0.998452386,-0.445844367,1,1,7,breeding,57.24167,-168.105,6028
16-0585,NF000953,Semidi,0.9999604,0.067472537,1,1,8,breeding,57.785,-173.16667,6029
16-0587,NF000955,Chagulak,0.960521312,0.173944373,1,1,7,breeding,56.535,-170.395,6031
16-0588,NF000956,Semidi,0.997997642,0.938148587,1,1,5,breeding,57.57167,-171.27167,6032
16-0589,NF000957,Semidi,0.999834203,0.375369618,1,1,7,breeding,59.755,-177.18,6033
16-0591,NF000959,StMatthew,0.999996953,-1.269479446,1,1,7,breeding,56.41333,-171.12333,
16-0612,NF000961,Semidi,0.999972783,-0.507317177,1,1,10,nonbreeding,48.11,-125.37167,
16-0613,NF000962,Semidi,0.999921267,1.180469228,1,1,8,breeding,59.63,-177.05333,
16-0615,NF000964,Semidi,0.99304923,-0.174036926,1,1,11,nonbreeding,55.105,-167.18833,6059
16-0617,NF000966,StMatthew,0.998757103,1.365864615,1,1,11,nonbreeding,56.89833,-164.925,
16-0618,NF000967,Semidi,0.991943273,0.513090571,1,1,11,nonbreeding,59.655,-172.86333,6062
16-0619,NF000968,Pribilof,0.999616616,2.453203907,1,1,4,nonbreeding,56.87333,-165.74333,6063
16-0622,NF000971,Semidi,0.999865467,1.499137532,1,1,6,breeding,59.17194,-147.11778,6066
16-0623,NF000972,Semidi,0.998013305,-0.066823681,1,1,6,breeding,51.635,178.49167,6067
16-0624,NF000973,Semidi,0.999996718,0.230065975,1,1,6,breeding,51.57167,178.53167,6068
16-0625,NF000974,Semidi,0.999899447,-0.653698817,1,1,6,breeding,51.635,178.49167,6069
16-0629,NF000977,Chagulak,0.999917124,0.800227739,1,1,7,breeding,51.27833,179.16333,
16-0630,NF000978,Semidi,0.993259738,1.355574021,1,1,7,breeding,51.27833,179.16333,
16-0631,NF000979,Semidi,0.999997358,0.172965458,1,1,7,breeding,51.27833,179.16333,
16-0633,NF000981,Semidi,0.999920049,-0.213142535,1,1,5,breeding,54.67167,-165.88667,6077
16-0635,NF000983,Semidi,0.998441555,0.408475889,1,1,7,breeding,51.265,179.25667,
16-0636,NF000984,StMatthew,0.991356329,0.726443864,1,1,6,breeding,56.46833,-168.85833,6080
16-0637,NF000985,Pribilof,0.999415331,1.149748207,1,1,6,breeding,56.46833,-168.85833,6081
16-0640,NF000988,Pribilof,0.998211244,0.613872133,1,1,6,breeding,58.81667,-174.53667,6084
16-0642,NF000990,Semidi,0.99991457,1.113227623,1,1,8,breeding,55.01333,-166.94667,
16-0643,NF000991,Semidi,0.999971243,-0.932574496,1,1,1,nonbreeding,58.19333,-173.92167,6087
16-0645,NF000993,StMatthew,0.988812649,1.175769587,1,1,1,nonbreeding,58.19333,-173.92167,6089
16-0650,NF000996,Pribilof,0.999357726,1.106681181,1,1,5,breeding,56.67667,-169.51,
16-0652,NF000998,Pribilof,0.998316477,2.069884963,1,1,6,breeding,58.84,-169.98,6096
16-0653,NF000999,Pribilof,0.982276672,0.65364705,1,1,6,breeding,58.80333,-169.96333,6097
16-0657,NF001003,StMatthew,0.987750289,-0.031440198,1,1,6,breeding,58.99333,-171.35833,6101
16-0658,NF001004,Pribilof,0.999983964,0.175022268,1,1,7,breeding,59.79667,-172.95,6102
16-0660,NF001006,StMatthew,0.984652556,-0.070978655,1,1,7,breeding,57.76833,-170.925,6104
16-0662,NF001008,Pribilof,0.997891246,0.853577861,1,1,7,breeding,59.9,-172.905,6106
16-0663,NF001009,Pribilof,0.998301033,-0.361976445,1,1,7,breeding,59.23167,-170.27167,6107
16-0667,NF001013,Semidi,0.998661451,1.441652861,1,1,6,breeding,56.46833,-168.85833,6111
16-0670,NF001016,StMatthew,0.999906018,0.998190673,1,1,1,nonbreeding,57.545,-173.785,6114
17-0191,NF000669,Chagulak,0.999909582,-0.454535449,1,1,11,nonbreeding,59.77333,-172.83333,5746
17-0192,NF000670,Pribilof,0.996997155,0.491818555,1,1,11,nonbreeding,59.58,-172.73,5747
17-0193,NF000671,Pribilof,0.996466867,0.901846264,1,1,11,nonbreeding,59.68167,-172.90333,5748
17-0195,NF000673,Pribilof,0.988894633,0.86680433,1,1,11,nonbreeding,59.535,-172.375,5750
17-0197,NF000675,StMatthew,0.996357118,0.534731862,1,1,11,nonbreeding,58.10833,-169.14667,5752
17-0198,NF000676,StMatthew,0.99966484,-0.16475128,1,1,11,nonbreeding,58.10833,-169.14667,5753
17-0199,NF000677,StMatthew,0.999997396,1.106086133,1,1,11,nonbreeding,60.205,-178.075,5754
17-0200,NF000678,Semidi,0.958772236,0.612935537,1,1,11,nonbreeding,60.205,-178.075,5755
17-0204,NF000681,Semidi,0.990747591,0.314937079,1,1,2,nonbreeding,56.82167,-166.96667,
17-0206,NF000683,Semidi,0.999585179,0.670572458,1,1,2,nonbreeding,56.625,-171.405,5761
17-0210,NF000686,Pribilof,0.999973411,-0.039190229,1,1,2,nonbreeding,54.39333,-165.885,5765
17-0212,NF000688,Semidi,0.994895867,0.962153607,1,1,2,nonbreeding,55.96333,-168.74667,
17-0214,NF000690,Semidi,0.997751776,-0.291364843,1,1,2,nonbreeding,52.28333,-173.62333,5769
17-0215,NF000691,Chagulak,0.993654867,-0.654978003,1,1,3,nonbreeding,52.39,-173.75,5770
17-0216,NF000692,Semidi,0.99996565,-0.037604182,1,1,2,nonbreeding,54.59833,-165.22667,
17-0218,NF000694,Semidi,0.988938413,0.046999542,1,1,11,nonbreeding,59.68167,-172.90333,5773
17-0240,NF000697,Semidi,0.999270831,-0.572477766,1,1,1,nonbreeding,56.70333,-170.175,
17-0242,NF000699,StMatthew,0.999997519,-1.941587682,1,1,1,nonbreeding,56.64667,-166.21667,5795
17-0243,NF000700,StMatthew,0.998915077,1.718050198,1,1,1,nonbreeding,56.64667,-166.21667,5796
17-0244,NF000701,StMatthew,0.984077352,-0.284892327,1,1,1,nonbreeding,56.70333,-170.175,
17-0245,NF000702,StMatthew,0.997205612,1.152531015,1,1,1,nonbreeding,59.93833,-178.07833,5798
17-0247,NF000704,StMatthew,0.984569994,0.555280645,1,1,4,nonbreeding,58.165,-174.16,5800
17-0248,NF000705,Semidi,0.999619054,-0.028374774,1,1,4,nonbreeding,58.275,-173.905,5801
17-0249,NF000706,Pribilof,0.999891508,1.287102516,1,1,3,nonbreeding,57.30833,-168.41667,5802
17-0250,NF000707,Pribilof,0.999795799,0.242589543,1,1,12,nonbreeding,54.37667,-165.795,5803
17-0251,NF000708,StMatthew,0.998628135,-0.575880976,1,1,2,nonbreeding,54.50333,-165.94167,5804
17-0254,NF000711,Pribilof,0.998749523,0.433858317,1,1,4,nonbreeding,57.37833,-171.88333,5807
17-0257,NF000714,Chagulak,0.986427768,-1.981988316,1,1,4,nonbreeding,57.37833,-171.88333,5810
17-0259,NF000716,Semidi,0.999502168,1.009481556,1,1,2,nonbreeding,56.57667,-170.48,5812
17-0260,NF000717,Semidi,0.992702851,2.098997181,1,1,2,nonbreeding,56.49333,-171.65833,5813
17-0262,NF000719,Semidi,0.99802305,0.383726201,1,1,2,nonbreeding,55.33333,-163.66667,5815
17-0266,NF000723,StMatthew,0.998120191,0.938801755,1,1,9,breeding,56.01833,-169.81667,5819
17-0267,NF000724,Semidi,0.992555879,-0.511922841,1,1,11,nonbreeding,59.68167,-172.90333,5820
17-0268,NF000725,Pribilof,0.995187844,0.358384661,1,1,9,breeding,55.18833,-167.65333,5821
17-0276,NF000730,StMatthew,0.969788854,1.215676905,1,1,11,nonbreeding,56.04167,-169.64333,5829
17-0315,NF000734,Pribilof,0.996796975,0.470394388,1,1,4,nonbreeding,59.31667,-174.95833,5854
17-0316,NF000735,Pribilof,0.999567252,1.121370721,1,1,4,nonbreeding,56.17167,-170.475,5855
17-0317,NF000736,StMatthew,0.978514155,-0.380310453,1,1,5,breeding,59.49167,-174.94333,5856
17-0342,NF000737,StMatthew,0.999669905,0.656189671,1,1,10,nonbreeding,58.645,-177.405,5881
17-0343,NF000738,Pribilof,0.999406995,0.94076975,1,1,7,breeding,59.39833,-170.47833,5882
17-0344,NF000739,StMatthew,0.999730066,-0.417211987,1,1,4,nonbreeding,59.39833,-170.47833,5883
17-0345,NF000740,StMatthew,0.999534894,-1.286923353,1,1,4,nonbreeding,58.495,-174.15167,5884
17-0347,NF000742,StMatthew,0.996938779,0.766539351,1,1,11,nonbreeding,54.99167,-167.34167,5886
17-0351,NF000743,Pribilof,0.999601934,-0.172167959,1,1,11,nonbreeding,56.54667,-169.84167,5890
17-0353,NF000745,Pribilof,0.999913055,0.946912367,0,0,,,,,5892
17-0355,NF000746,StMatthew,0.997434502,-0.406831722,1,1,11,nonbreeding,59.32167,-175.15,
17-0356,NF000747,StMatthew,0.998941407,-0.712201896,1,1,11,nonbreeding,59.29833,-174.79833,
17-0357,NF000748,Pribilof,0.999943402,0.539684509,1,1,11,nonbreeding,59.68667,-178.35833,5895
17-0359,NF000750,Semidi,0.99994297,0.865184259,1,1,11,nonbreeding,59.38833,-175.86,5897
17-0361,NF000752,Semidi,0.988648633,1.309102969,1,1,11,nonbreeding,56.8,-172.29,
17-0362,NF000753,Semidi,0.997963931,0.809477791,1,1,10,nonbreeding,58.87,-175.145,5900
17-0364,NF000754,Chagulak,0.999895444,-0.121724325,1,1,10,nonbreeding,59.18167,-176.355,5902
17-0365,NF000755,StMatthew,0.996186596,0.798948638,1,1,10,nonbreeding,59.85333,-177.98667,5903
17-0366,NF000756,Semidi,0.999874544,0.131442665,1,1,10,nonbreeding,55.08167,-165.30167,
17-0368,NF000758,Semidi,0.998105173,0.392671197,1,1,11,nonbreeding,55.25,-167.74167,5906
17-0370,NF000760,StMatthew,0.992685866,-0.238198022,1,1,11,nonbreeding,58.105,-167.49333,5908
17-0371,NF000761,StMatthew,0.990012585,0.983051644,1,1,11,nonbreeding,58.105,-167.49333,5909
17-0372,NF000762,Chagulak,0.999781157,-0.020297112,1,1,11,nonbreeding,58.99167,-175.60333,5910
17-0375,NF000765,Semidi,0.990921272,-0.355673697,1,1,11,nonbreeding,59.38333,-175.75833,5913
17-0376,NF000766,Chagulak,0.999445181,0.208833029,1,1,11,nonbreeding,57.27667,-173.83833,5914
17-0377,NF000767,Chagulak,0.957822299,-1.35583717,1,1,11,nonbreeding,59.76667,-178.09667,5915
17-0378,NF000768,Semidi,0.998919953,0.219425803,1,1,11,nonbreeding,58.94,-173.81833,5916
17-0382,NF000772,Pribilof,0.989974159,1.609795499,1,1,5,breeding,59.395,-173.47833,5920
17-0384,NF000774,Chagulak,0.999569534,0.342181697,1,1,7,breeding,51.265,179.25667,
17-0387,NF000777,Semidi,0.99964477,1.625892264,1,1,6,breeding,51.64667,178.455,5925
17-0391,NF000781,Semidi,0.998943036,0.746206973,1,1,6,breeding,51.635,178.49167,
17-0393,NF000783,Chagulak,0.999727713,0.057591631,1,1,6,breeding,51.64333,178.44667,5931
17-0395,NF000785,Semidi,0.986350509,-0.313465391,1,1,4,nonbreeding,58.11333,-172.53833,5933
17-0396,NF000786,Pribilof,0.999708752,0.844527129,1,1,7,breeding,59.39667,-170.855,5934
17-0397,NF000787,StMatthew,0.999968355,-1.978196832,1,1,7,breeding,59.47833,-171.17667,
17-0399,NF000789,StMatthew,0.999360156,0.930963314,1,1,7,breeding,59.47833,-171.17667,
17-0400,NF000790,StMatthew,0.997212726,-1.395055312,1,1,7,breeding,58.64,-170.65,5938
17-0404,NF000794,Pribilof,0.99922517,-1.391408794,1,1,4,nonbreeding,58.11333,-172.53833,5942
17-0405,NF000795,StMatthew,0.999838687,-0.512968618,1,1,4,nonbreeding,57.18667,-169.47667,5943
17-0406,NF000796,Pribilof,0.99914209,1.286169024,1,1,4,nonbreeding,58.775,-177.60167,
17-0409,NF000798,StMatthew,0.991753507,-0.528603345,1,1,7,breeding,56.53667,-171.54167,5947
17-0410,NF000799,Semidi,0.978368811,0.794147555,1,1,6,breeding,56.04,-169.82167,5948
17-0411,NF000800,Chagulak,0.999301369,0.114055481,1,1,10,nonbreeding,54.45167,-165.59167,5949
17-0412,NF000801,Pribilof,0.999798345,-1.340740787,1,1,9,breeding,56.47833,-165.6,5950
17-0413,NF000802,Semidi,0.999885508,0.85264254,1,1,6,breeding,55.605,-168.18667,5951
17-0415,NF000804,StMatthew,0.993656317,-0.725958715,1,1,10,nonbreeding,54.445,-165.435,5953
17-0414,NF000805,Semidi,0.998911688,0.650290485,1,1,6,breeding,56.56333,-172.07667,5952
17-0416,NF000806,Semidi,0.99903426,1.026924325,1,1,6,breeding,59.49333,-177.735,5954
18-0034,NF000810,Semidi,0.999900577,0.915590111,1,1,10,nonbreeding,45.13,-124.70333,
18-0035,NF000811,Semidi,0.998556594,1.327552735,1,1,10,nonbreeding,45.63333,-124.83333,
18-0037,NF000813,Semidi,0.999998697,-2.432469388,1,1,11,nonbreeding,48.09167,-125.77833,
18-0039,NF000815,Semidi,0.997261093,-0.761399397,1,1,11,nonbreeding,48.09167,-125.77833,
18-0040,NF000816,Semidi,0.99993291,-0.043743661,1,1,11,nonbreeding,48.09167,-125.77833,
18-0041,NF000817,Pribilof,0.99949787,1.68227873,1,1,11,nonbreeding,45.11,-125.09833,
18-0043,NF000818,Semidi,0.997671266,1.043983743,1,1,10,nonbreeding,47.89333,-125.57167,
18-0044,NF000819,Semidi,0.996267379,1.748651465,1,1,11,nonbreeding,42.25167,-124.63333,
18-0046,NF000821,Semidi,0.997647868,0.11500103,1,1,11,nonbreeding,46.79167,-125.04,
18-0059,NF000824,Pribilof,0.996655951,0.920754132,1,1,9,breeding,55.15,-167.67167,6151
18-0060,NF000825,StMatthew,0.997949895,-0.148852012,1,1,10,nonbreeding,59.74,-171.805,6152
18-0061,NF000826,StMatthew,0.999968197,0.489485145,1,1,8,breeding,60.3,-172.83333,6153
18-0063,NF000828,StMatthew,0.999234093,-1.047469724,1,1,10,nonbreeding,59.085,-172.665,6155
18-0064,NF000829,Semidi,0.961712931,0.899219094,1,1,8,breeding,60.3,-172.83333,6156
18-0065,NF000830,StMatthew,0.999072384,0.607175133,1,1,9,breeding,60.08167,-172.03306,6157
18-0066,NF000831,Semidi,0.99993526,1.714533617,1,1,10,nonbreeding,54.92333,-166.96,6158
18-0067,NF000832,StMatthew,0.999917583,0.30414422,1,1,10,nonbreeding,59.86,-172.325,6159
18-0069,NF000833,StMatthew,0.993062445,0.754088276,1,1,10,nonbreeding,60.45167,-179.075,6161
18-0070,NF000834,Semidi,0.997674592,0.44150055,1,1,9,breeding,56.15833,-167.84333,6162
18-0071,NF000835,Semidi,0.999629821,0.373828655,1,1,10,nonbreeding,54.105,-166.39528,6163
18-0074,NF000838,Semidi,0.989839374,0.217893032,1,1,3,nonbreeding,59.52611,-144.26139,6166
18-0075,NF000839,StMatthew,0.980151098,0.905704033,1,1,10,nonbreeding,58.89167,-171.96667,6167
18-0120,NF000844,Semidi,0.997220203,-0.395031285,1,1,9,breeding,58.055,-166.925,6188
18-0121,NF000845,Pribilof,0.993905707,-0.638809719,1,1,10,nonbreeding,59.74,-171.805,6189
18-0124,NF000848,StMatthew,0.998590724,0.480680843,1,1,12,nonbreeding,59.17667,-174.89833,6192
18-0127,NF000851,Pribilof,0.987504371,0.325485014,1,1,8,breeding,60.28333,-172.8,6195
18-0128,NF000852,Pribilof,0.999604111,2.028956685,1,1,10,nonbreeding,58.725,-171.95833,6196
18-0129,NF000853,StMatthew,0.993231801,1.949740204,1,1,6,breeding,59.3,-178.45,6197
18-0130,NF000854,Chagulak,0.999078821,1.5865757,1,1,10,nonbreeding,59.06528,-172.77667,6198
18-0288,NF002087,Pribilof,0.999262381,1.444526885,1,1,4,nonbreeding,57.73167,-172.52833,6199
18-0289,NF002088,Semidi,0.999358092,-0.450162272,1,1,10,nonbreeding,59.29333,-178.45833,6200
18-0291,NF002090,Semidi,0.997062307,0.904878058,1,1,11,nonbreeding,53.76833,-165.47333,6202
18-0293,NF002092,Semidi,0.999813348,1.325527609,1,1,11,nonbreeding,59.63,-176.775,6204
18-0294,NF002093,Semidi,0.999965096,0.427635169,1,1,12,nonbreeding,59.17667,-174.89833,6205
18-0297,NF002096,StMatthew,0.999645771,0.288704504,1,1,8,breeding,60.05167,-173.38,6208
18-0298,NF002097,Semidi,0.998247326,1.125541032,1,1,11,nonbreeding,57.23333,-165.48833,6209
18-0299,NF002098,Pribilof,0.999704085,-0.753953726,1,1,8,breeding,61.1,-172.765,6210
18-0300,NF002099,Semidi,0.995404754,0.518187121,1,1,11,nonbreeding,54.99167,-167.34167,6211
18-0329,NF002104,StMatthew,0.999791005,1.588885438,1,1,11,nonbreeding,56.63333,-166.22667,6224
18-0330,NF002105,Pribilof,0.999813483,0.62397343,1,1,10,nonbreeding,61.04333,-176.21,6225
18-0333,NF002108,StMatthew,0.997012472,0.40543067,1,1,8,breeding,56.90167,-173.40833,6228
18-0335,NF002110,Semidi,0.992218853,-1.566313769,1,1,11,nonbreeding,56.675,-166.09,6230
18-0336,NF002111,Semidi,0.999870357,-1.42415378,1,1,7,breeding,55.70167,-168.59667,6231
18-0337,NF002112,Chagulak,0.999995745,2.098357871,1,1,8,breeding,56.08667,-168.47833,6232
18-0345,NF002120,Pribilof,0.999673452,1.649101674,1,1,7,breeding,60.14333,-173.56167,6240
18-0347,NF002122,StMatthew,0.993786307,-1.692955973,1,1,6,breeding,60.11667,-177.97,6242
18-0348,NF002123,StMatthew,0.998250066,0.211884351,1,1,9,breeding,59.765,-173.045,6243
18-0349,NF002124,StMatthew,0.9825071,-0.126161029,1,1,8,breeding,60.31333,-173.34833,6244
18-0350,NF002125,Semidi,0.999496529,1.055676134,1,1,8,breeding,60.31333,-173.34833,6245
18-0353,NF002128,Chagulak,0.999785623,-0.383613227,1,1,8,breeding,59.34333,-174.495,6258
18-0354,NF002129,Chagulak,0.999951332,-1.649258241,1,1,11,nonbreeding,59,-174.72833,6249
18-0356,NF002131,Semidi,0.999999176,-1.084165333,1,1,10,nonbreeding,55.115,-167.30167,6251
18-0358,NF002133,StMatthew,0.999939957,1.454458164,1,1,10,nonbreeding,59.64833,-171.90833,6253
18-0376,NF002135,Semidi,0.999975064,1.532667314,1,1,8,breeding,51.7,178.185,6261
18-0377,NF002136,Pribilof,0.999897011,0.080095646,1,1,8,breeding,51.7,178.185,6262
18-0378,NF002137,StMatthew,0.998801886,-0.2960713,1,1,10,nonbreeding,59.54,-173.53333,6263
18-0379,NF002138,Pribilof,0.999510703,1.703815976,1,1,9,breeding,58.815,-176.115,6264
18-0382,NF002141,Chagulak,0.996528771,-1.933016042,1,1,7,breeding,55.84333,-165.25667,
18-0383,NF002142,Semidi,0.999893608,0.920089526,0,0,,,,,6268
18-0386,NF002145,StMatthew,0.995506206,0.494494804,1,1,8,breeding,57.395,-165.145,6271
18-0387,NF002146,Pribilof,0.995169232,1.613273134,1,1,4,nonbreeding,57.145,-167.835,6272
18-0388,NF002147,StMatthew,0.985365918,0.558422906,1,1,7,breeding,55.60667,-168.53333,6273
,,,,,1009,1005,,,,,